景点名称,经纬度,拥堵等级,平均车速(km/h),路况描述,查询时间,查询状态
南坪,"106.5725,29.5601",缓行,29.7,车流量较大，行驶缓慢,2026-04-12 00:00:00,成功
嘉陵江大桥,"106.5760,29.5660",拥堵,14.8,严重拥堵，建议绕行,2026-04-12 00:00:00,成功
嘉陵江大桥,"106.5800,29.5400",拥堵,11.7,严重拥堵，建议绕行,2026-04-12 00:00:00,成功
南坪,"106.5760,29.5660",畅通,30.0,道路畅通，车速正常,2026-04-19 00:00:00,成功
观音桥,"106.5550,29.5820",缓行,18.9,车流量较大，行驶缓慢,2026-04-04 00:00:00,成功
南坪,"106.5740,29.5630",拥堵,14.9,严重拥堵，建议绕行,2026-04-26 00:00:00,成功
磁器口,"106.5740,29.5630",缓行,27.2,车流量较大，行驶缓慢,2026-04-02 00:00:00,成功
观音桥,"106.5740,29.5630",畅通,51.4,道路畅通，车速正常,2026-04-08 00:00:00,成功
朝天门,"106.5725,29.5601",畅通,30.3,道路畅通，车速正常,2026-04-17 00:00:00,成功
解放碑,"106.5600,29.5500",缓行,25.4,车流量较大，行驶缓慢,2026-04-29 00:00:00,成功
解放碑,"106.5760,29.5660",缓行,27.1,车流量较大，行驶缓慢,2026-04-12 00:00:00,成功
朝天门,"106.5600,29.5500",畅通,39.4,道路畅通，车速正常,2026-04-20 00:00:00,成功
观音桥,"106.5760,29.5660",畅通,30.0,道路畅通，车速正常,2026-04-30 00:00:00,成功
观音桥,"106.5600,29.5500",缓行,20.7,车流量较大，行驶缓慢,2026-04-11 00:00:00,成功
南坪,"106.5600,29.5500",畅通,48.9,道路畅通，车速正常,2026-04-09 00:00:00,成功
嘉陵江大桥,"106.5600,29.5500",畅通,43.0,道路畅通，车速正常,2026-04-02 00:00:00,成功
洪崖洞,"106.5740,29.5630",畅通,39.6,道路畅通，车速正常,2026-04-13 00:00:00,成功
南山,"106.5800,29.5400",畅通,43.7,道路畅通，车速正常,2026-04-10 00:00:00,成功
杨家坪,"106.5600,29.5500",畅通,33.1,道路畅通，车速正常,2026-04-21 00:00:00,成功
嘉陵江大桥,"106.5800,29.5400",畅通,30.4,道路畅通，车速正常,2026-04-22 00:00:00,成功
长江大桥,"106.5725,29.5601",畅通,35.5,道路畅通，车速正常,2026-04-27 00:00:00,成功
南坪,"106.5725,29.5601",拥堵,14.0,严重拥堵，建议绕行,2026-04-06 00:00:00,成功
观音桥,"106.5760,29.5660",畅通,40.7,道路畅通，车速正常,2026-04-13 00:00:00,成功
观音桥,"106.5800,29.5400",缓行,27.5,车流量较大，行驶缓慢,2026-04-20 00:00:00,成功
李子坝,"106.5760,29.5660",畅通,51.6,道路畅通，车速正常,2026-04-15 00:00:00,成功
朝天门,"106.5760,29.5660",畅通,35.9,道路畅通，车速正常,2026-04-25 00:00:00,成功
朝天门,"106.5725,29.5601",畅通,49.7,道路畅通，车速正常,2026-04-28 00:00:00,成功
洪崖洞,"106.5600,29.5500",缓行,23.2,车流量较大，行驶缓慢,2026-04-06 00:00:00,成功
鹅岭,"106.5740,29.5630",缓行,28.7,车流量较大，行驶缓慢,2026-04-18 00:00:00,成功
磁器口,"106.5760,29.5660",缓行,17.9,车流量较大，行驶缓慢,2026-04-19 00:00:00,成功
鹅岭,"106.5600,29.5500",畅通,31.6,道路畅通，车速正常,2026-04-01 00:00:00,成功
南山,"106.5550,29.5820",缓行,15.6,车流量较大，行驶缓慢,2026-04-16 00:00:00,成功
磁器口,"106.5760,29.5660",缓行,20.8,车流量较大，行驶缓慢,2026-04-26 00:00:00,成功
洪崖洞,"106.5550,29.5820",缓行,25.2,车流量较大，行驶缓慢,2026-04-12 00:00:00,成功
朝天门,"106.5725,29.5601",畅通,50.3,道路畅通，车速正常,2026-04-03 00:00:00,成功
洪崖洞,"106.5600,29.5500",拥堵,13.6,严重拥堵，建议绕行,2026-04-12 00:00:00,成功
鹅岭,"106.5600,29.5500",缓行,26.6,车流量较大，行驶缓慢,2026-04-14 00:00:00,成功
洪崖洞,"106.5550,29.5820",缓行,19.2,车流量较大，行驶缓慢,2026-04-18 00:00:00,成功
鹅岭,"106.5760,29.5660",畅通,32.7,道路畅通，车速正常,2026-04-26 00:00:00,成功
鹅岭,"106.5760,29.5660",缓行,25.0,车流量较大，行驶缓慢,2026-04-10 00:00:00,成功
解放碑,"106.5725,29.5601",畅通,33.3,道路畅通，车速正常,2026-04-05 00:00:00,成功
长江大桥,"106.5550,29.5820",畅通,53.2,道路畅通，车速正常,2026-04-21 00:00:00,成功
长江大桥,"106.5800,29.5400",畅通,41.0,道路畅通，车速正常,2026-04-04 00:00:00,成功
李子坝,"106.5725,29.5601",畅通,30.9,道路畅通，车速正常,2026-04-23 00:00:00,成功
解放碑,"106.5760,29.5660",缓行,17.9,车流量较大，行驶缓慢,2026-04-25 00:00:00,成功
李子坝,"106.5800,29.5400",缓行,23.4,车流量较大，行驶缓慢,2026-04-26 00:00:00,成功
磁器口,"106.5740,29.5630",畅通,46.4,道路畅通，车速正常,2026-04-16 00:00:00,成功
长江大桥,"106.5760,29.5660",畅通,32.9,道路畅通，车速正常,2026-04-02 00:00:00,成功
南坪,"106.5725,29.5601",畅通,43.9,道路畅通，车速正常,2026-04-15 00:00:00,成功
鹅岭,"106.5550,29.5820",畅通,39.9,道路畅通，车速正常,2026-04-05 00:00:00,成功
磁器口,"106.5800,29.5400",缓行,20.2,车流量较大，行驶缓慢,2026-04-25 00:00:00,成功
李子坝,"106.5760,29.5660",畅通,53.5,道路畅通，车速正常,2026-04-09 00:00:00,成功
朝天门,"106.5760,29.5660",缓行,15.5,车流量较大，行驶缓慢,2026-04-12 00:00:00,成功
鹅岭,"106.5600,29.5500",缓行,20.9,车流量较大，行驶缓慢,2026-04-04 00:00:00,成功
李子坝,"106.5760,29.5660",缓行,20.3,车流量较大，行驶缓慢,2026-04-04 00:00:00,成功
南山,"106.5600,29.5500",缓行,29.4,车流量较大，行驶缓慢,2026-04-06 00:00:00,成功
嘉陵江大桥,"106.5740,29.5630",畅通,39.1,道路畅通，车速正常,2026-04-27 00:00:00,成功
观音桥,"106.5725,29.5601",畅通,38.5,道路畅通，车速正常,2026-04-14 00:00:00,成功
洪崖洞,"106.5550,29.5820",缓行,29.1,车流量较大，行驶缓慢,2026-04-01 00:00:00,成功
朝天门,"106.5800,29.5400",畅通,39.4,道路畅通，车速正常,2026-04-18 00:00:00,成功
鹅岭,"106.5600,29.5500",缓行,25.8,车流量较大，行驶缓慢,2026-04-16 00:00:00,成功
洪崖洞,"106.5740,29.5630",缓行,28.9,车流量较大，行驶缓慢,2026-04-23 00:00:00,成功
南山,"106.5600,29.5500",缓行,17.6,车流量较大，行驶缓慢,2026-04-12 00:00:00,成功
杨家坪,"106.5800,29.5400",畅通,40.5,道路畅通，车速正常,2026-04-22 00:00:00,成功
杨家坪,"106.5740,29.5630",畅通,40.2,道路畅通，车速正常,2026-04-12 00:00:00,成功
南坪,"106.5600,29.5500",畅通,45.8,道路畅通，车速正常,2026-04-14 00:00:00,成功
嘉陵江大桥,"106.5760,29.5660",缓行,27.9,车流量较大，行驶缓慢,2026-04-28 00:00:00,成功
解放碑,"106.5740,29.5630",畅通,35.6,道路畅通，车速正常,2026-04-19 00:00:00,成功
磁器口,"106.5740,29.5630",缓行,29.5,车流量较大，行驶缓慢,2026-04-29 00:00:00,成功
解放碑,"106.5740,29.5630",畅通,53.9,道路畅通，车速正常,2026-04-24 00:00:00,成功
杨家坪,"106.5550,29.5820",畅通,44.2,道路畅通，车速正常,2026-04-21 00:00:00,成功
解放碑,"106.5800,29.5400",畅通,43.1,道路畅通，车速正常,2026-04-07 00:00:00,成功
李子坝,"106.5760,29.5660",畅通,44.8,道路畅通，车速正常,2026-04-17 00:00:00,成功
南山,"106.5800,29.5400",缓行,19.7,车流量较大，行驶缓慢,2026-04-20 00:00:00,成功
朝天门,"106.5800,29.5400",畅通,46.0,道路畅通，车速正常,2026-04-17 00:00:00,成功
长江大桥,"106.5725,29.5601",畅通,34.9,道路畅通，车速正常,2026-04-15 00:00:00,成功
解放碑,"106.5760,29.5660",畅通,31.8,道路畅通，车速正常,2026-04-10 00:00:00,成功
南坪,"106.5550,29.5820",畅通,36.5,道路畅通，车速正常,2026-04-06 00:00:00,成功
洪崖洞,"106.5800,29.5400",缓行,27.8,车流量较大，行驶缓慢,2026-04-30 00:00:00,成功
解放碑,"106.5740,29.5630",畅通,41.4,道路畅通，车速正常,2026-04-16 00:00:00,成功
洪崖洞,"106.5600,29.5500",畅通,31.9,道路畅通，车速正常,2026-04-01 00:00:00,成功
解放碑,"106.5800,29.5400",畅通,31.4,道路畅通，车速正常,2026-04-21 00:00:00,成功
南坪,"106.5550,29.5820",缓行,27.8,车流量较大，行驶缓慢,2026-04-11 00:00:00,成功
南山,"106.5800,29.5400",畅通,34.6,道路畅通，车速正常,2026-04-28 00:00:00,成功
长江大桥,"106.5740,29.5630",畅通,34.1,道路畅通，车速正常,2026-04-06 00:00:00,成功
磁器口,"106.5800,29.5400",畅通,43.9,道路畅通，车速正常,2026-04-03 00:00:00,成功
南山,"106.5740,29.5630",畅通,40.9,道路畅通，车速正常,2026-04-30 00:00:00,成功
洪崖洞,"106.5600,29.5500",缓行,19.6,车流量较大，行驶缓慢,2026-04-26 00:00:00,成功
朝天门,"106.5550,29.5820",缓行,28.2,车流量较大，行驶缓慢,2026-04-07 00:00:00,成功
观音桥,"106.5740,29.5630",畅通,39.1,道路畅通，车速正常,2026-04-22 00:00:00,成功
长江大桥,"106.5740,29.5630",畅通,30.8,道路畅通，车速正常,2026-04-24 00:00:00,成功
朝天门,"106.5800,29.5400",缓行,28.7,车流量较大，行驶缓慢,2026-04-08 00:00:00,成功
长江大桥,"106.5800,29.5400",畅通,41.5,道路畅通，车速正常,2026-04-21 00:00:00,成功
南山,"106.5800,29.5400",畅通,40.1,道路畅通，车速正常,2026-04-21 00:00:00,成功
观音桥,"106.5550,29.5820",畅通,52.7,道路畅通，车速正常,2026-04-03 00:00:00,成功
朝天门,"106.5740,29.5630",缓行,27.1,车流量较大，行驶缓慢,2026-04-28 00:00:00,成功
长江大桥,"106.5600,29.5500",缓行,29.5,车流量较大，行驶缓慢,2026-04-03 00:00:00,成功
嘉陵江大桥,"106.5800,29.5400",畅通,51.6,道路畅通，车速正常,2026-04-27 00:00:00,成功
李子坝,"106.5600,29.5500",畅通,46.9,道路畅通，车速正常,2026-04-08 00:00:00,成功
南山,"106.5760,29.5660",畅通,31.4,道路畅通，车速正常,2026-04-15 00:00:00,成功
南坪,"106.5740,29.5630",缓行,25.0,车流量较大，行驶缓慢,2026-04-24 00:00:00,成功
南山,"106.5800,29.5400",拥堵,14.0,严重拥堵，建议绕行,2026-04-30 00:00:00,成功
南坪,"106.5740,29.5630",缓行,29.5,车流量较大，行驶缓慢,2026-04-27 00:00:00,成功
观音桥,"106.5800,29.5400",畅通,36.8,道路畅通，车速正常,2026-04-17 00:00:00,成功
李子坝,"106.5760,29.5660",缓行,17.2,车流量较大，行驶缓慢,2026-04-30 00:00:00,成功
鹅岭,"106.5740,29.5630",缓行,20.3,车流量较大，行驶缓慢,2026-04-15 00:00:00,成功
解放碑,"106.5740,29.5630",畅通,33.3,道路畅通，车速正常,2026-04-16 00:00:00,成功
嘉陵江大桥,"106.5760,29.5660",畅通,48.0,道路畅通，车速正常,2026-04-30 00:00:00,成功
嘉陵江大桥,"106.5800,29.5400",缓行,19.1,车流量较大，行驶缓慢,2026-04-06 00:00:00,成功
观音桥,"106.5725,29.5601",畅通,38.5,道路畅通，车速正常,2026-04-20 00:00:00,成功
洪崖洞,"106.5800,29.5400",畅通,30.8,道路畅通，车速正常,2026-04-28 00:00:00,成功
观音桥,"106.5800,29.5400",缓行,29.3,车流量较大，行驶缓慢,2026-04-18 00:00:00,成功
朝天门,"106.5600,29.5500",畅通,37.3,道路畅通，车速正常,2026-04-22 00:00:00,成功
嘉陵江大桥,"106.5760,29.5660",缓行,28.6,车流量较大，行驶缓慢,2026-04-04 00:00:00,成功
朝天门,"106.5550,29.5820",缓行,23.2,车流量较大，行驶缓慢,2026-04-26 00:00:00,成功
观音桥,"106.5760,29.5660",畅通,41.3,道路畅通，车速正常,2026-04-03 00:00:00,成功
鹅岭,"106.5725,29.5601",畅通,34.2,道路畅通，车速正常,2026-04-26 00:00:00,成功
长江大桥,"106.5725,29.5601",畅通,36.1,道路畅通，车速正常,2026-04-14 00:00:00,成功
李子坝,"106.5800,29.5400",畅通,48.7,道路畅通，车速正常,2026-04-29 00:00:00,成功
观音桥,"106.5725,29.5601",畅通,44.8,道路畅通，车速正常,2026-04-22 00:00:00,成功
磁器口,"106.5600,29.5500",畅通,42.3,道路畅通，车速正常,2026-04-27 00:00:00,成功
磁器口,"106.5725,29.5601",畅通,52.3,道路畅通，车速正常,2026-04-14 00:00:00,成功
南坪,"106.5550,29.5820",畅通,31.4,道路畅通，车速正常,2026-04-26 00:00:00,成功
长江大桥,"106.5740,29.5630",缓行,24.6,车流量较大，行驶缓慢,2026-04-14 00:00:00,成功
杨家坪,"106.5800,29.5400",畅通,31.2,道路畅通，车速正常,2026-04-28 00:00:00,成功
鹅岭,"106.5725,29.5601",缓行,25.0,车流量较大，行驶缓慢,2026-04-06 00:00:00,成功
嘉陵江大桥,"106.5800,29.5400",畅通,47.6,道路畅通，车速正常,2026-04-23 00:00:00,成功
解放碑,"106.5550,29.5820",缓行,29.2,车流量较大，行驶缓慢,2026-04-07 00:00:00,成功
磁器口,"106.5760,29.5660",畅通,33.6,道路畅通，车速正常,2026-04-03 00:00:00,成功
磁器口,"106.5600,29.5500",畅通,50.2,道路畅通，车速正常,2026-04-13 00:00:00,成功
解放碑,"106.5740,29.5630",拥堵,13.7,严重拥堵，建议绕行,2026-04-04 00:00:00,成功
朝天门,"106.5550,29.5820",畅通,39.1,道路畅通，车速正常,2026-04-23 00:00:00,成功
观音桥,"106.5725,29.5601",缓行,20.5,车流量较大，行驶缓慢,2026-04-18 00:00:00,成功
长江大桥,"106.5800,29.5400",畅通,43.6,道路畅通，车速正常,2026-04-09 00:00:00,成功
杨家坪,"106.5600,29.5500",畅通,31.9,道路畅通，车速正常,2026-04-02 00:00:00,成功
李子坝,"106.5550,29.5820",畅通,44.9,道路畅通，车速正常,2026-04-29 00:00:00,成功
鹅岭,"106.5760,29.5660",畅通,48.2,道路畅通，车速正常,2026-04-08 00:00:00,成功
嘉陵江大桥,"106.5550,29.5820",畅通,35.0,道路畅通，车速正常,2026-04-27 00:00:00,成功
南山,"106.5740,29.5630",缓行,25.6,车流量较大，行驶缓慢,2026-04-05 00:00:00,成功
洪崖洞,"106.5550,29.5820",畅通,36.0,道路畅通，车速正常,2026-04-21 00:00:00,成功
南坪,"106.5740,29.5630",缓行,23.4,车流量较大，行驶缓慢,2026-04-04 00:00:00,成功
朝天门,"106.5550,29.5820",畅通,30.6,道路畅通，车速正常,2026-04-05 00:00:00,成功
洪崖洞,"106.5600,29.5500",畅通,37.6,道路畅通，车速正常,2026-04-10 00:00:00,成功
李子坝,"106.5725,29.5601",畅通,51.1,道路畅通，车速正常,2026-04-03 00:00:00,成功
李子坝,"106.5740,29.5630",缓行,26.7,车流量较大，行驶缓慢,2026-04-21 00:00:00,成功
南坪,"106.5760,29.5660",畅通,42.9,道路畅通，车速正常,2026-04-08 00:00:00,成功
朝天门,"106.5760,29.5660",畅通,34.5,道路畅通，车速正常,2026-04-13 00:00:00,成功
鹅岭,"106.5600,29.5500",缓行,19.7,车流量较大，行驶缓慢,2026-04-06 00:00:00,成功
李子坝,"106.5740,29.5630",缓行,29.8,车流量较大，行驶缓慢,2026-04-27 00:00:00,成功
杨家坪,"106.5550,29.5820",缓行,25.1,车流量较大，行驶缓慢,2026-04-14 00:00:00,成功
嘉陵江大桥,"106.5550,29.5820",缓行,24.0,车流量较大，行驶缓慢,2026-04-04 00:00:00,成功
磁器口,"106.5740,29.5630",缓行,28.2,车流量较大，行驶缓慢,2026-04-21 00:00:00,成功
鹅岭,"106.5600,29.5500",畅通,34.7,道路畅通，车速正常,2026-04-09 00:00:00,成功
杨家坪,"106.5725,29.5601",畅通,34.1,道路畅通，车速正常,2026-04-07 00:00:00,成功
长江大桥,"106.5760,29.5660",畅通,49.1,道路畅通，车速正常,2026-04-08 00:00:00,成功
南坪,"106.5550,29.5820",畅通,40.1,道路畅通，车速正常,2026-04-18 00:00:00,成功
长江大桥,"106.5725,29.5601",缓行,28.3,车流量较大，行驶缓慢,2026-04-23 00:00:00,成功
洪崖洞,"106.5800,29.5400",畅通,31.3,道路畅通，车速正常,2026-04-01 00:00:00,成功
洪崖洞,"106.5760,29.5660",缓行,24.4,车流量较大，行驶缓慢,2026-04-18 00:00:00,成功
南山,"106.5600,29.5500",畅通,52.1,道路畅通，车速正常,2026-04-28 00:00:00,成功
嘉陵江大桥,"106.5600,29.5500",缓行,23.0,车流量较大，行驶缓慢,2026-04-19 00:00:00,成功
长江大桥,"106.5725,29.5601",缓行,21.6,车流量较大，行驶缓慢,2026-04-04 00:00:00,成功
洪崖洞,"106.5600,29.5500",缓行,24.6,车流量较大，行驶缓慢,2026-04-01 00:00:00,成功
南山,"106.5740,29.5630",畅通,52.3,道路畅通，车速正常,2026-04-20 00:00:00,成功
磁器口,"106.5725,29.5601",畅通,43.9,道路畅通，车速正常,2026-04-23 00:00:00,成功
洪崖洞,"106.5600,29.5500",缓行,22.1,车流量较大，行驶缓慢,2026-04-04 00:00:00,成功
嘉陵江大桥,"106.5760,29.5660",畅通,36.3,道路畅通，车速正常,2026-04-25 00:00:00,成功
南坪,"106.5740,29.5630",缓行,22.6,车流量较大，行驶缓慢,2026-04-06 00:00:00,成功
解放碑,"106.5600,29.5500",缓行,29.3,车流量较大，行驶缓慢,2026-04-21 00:00:00,成功
李子坝,"106.5760,29.5660",缓行,21.0,车流量较大，行驶缓慢,2026-04-18 00:00:00,成功
观音桥,"106.5600,29.5500",畅通,41.2,道路畅通，车速正常,2026-04-26 00:00:00,成功
解放碑,"106.5740,29.5630",缓行,24.8,车流量较大，行驶缓慢,2026-04-09 00:00:00,成功
解放碑,"106.5725,29.5601",缓行,29.0,车流量较大，行驶缓慢,2026-04-22 00:00:00,成功
李子坝,"106.5800,29.5400",缓行,16.0,车流量较大，行驶缓慢,2026-04-26 00:00:00,成功
南山,"106.5600,29.5500",缓行,29.4,车流量较大，行驶缓慢,2026-04-17 00:00:00,成功
磁器口,"106.5740,29.5630",缓行,23.8,车流量较大，行驶缓慢,2026-04-09 00:00:00,成功
鹅岭,"106.5600,29.5500",畅通,44.4,道路畅通，车速正常,2026-04-08 00:00:00,成功
鹅岭,"106.5760,29.5660",畅通,35.2,道路畅通，车速正常,2026-04-30 00:00:00,成功
磁器口,"106.5760,29.5660",畅通,32.9,道路畅通，车速正常,2026-04-08 00:00:00,成功
朝天门,"106.5725,29.5601",畅通,39.7,道路畅通，车速正常,2026-04-01 00:00:00,成功
李子坝,"106.5800,29.5400",畅通,52.3,道路畅通，车速正常,2026-04-07 00:00:00,成功
磁器口,"106.5550,29.5820",缓行,22.1,车流量较大，行驶缓慢,2026-04-01 00:00:00,成功
李子坝,"106.5740,29.5630",缓行,16.2,车流量较大，行驶缓慢,2026-04-12 00:00:00,成功
长江大桥,"106.5800,29.5400",畅通,48.4,道路畅通，车速正常,2026-04-30 00:00:00,成功
洪崖洞,"106.5760,29.5660",畅通,33.1,道路畅通，车速正常,2026-04-16 00:00:00,成功
洪崖洞,"106.5550,29.5820",畅通,46.8,道路畅通，车速正常,2026-04-22 00:00:00,成功
鹅岭,"106.5550,29.5820",缓行,21.4,车流量较大，行驶缓慢,2026-04-05 00:00:00,成功
朝天门,"106.5740,29.5630",缓行,26.4,车流量较大，行驶缓慢,2026-04-08 00:00:00,成功
磁器口,"106.5550,29.5820",畅通,34.5,道路畅通，车速正常,2026-04-03 00:00:00,成功
磁器口,"106.5760,29.5660",畅通,33.7,道路畅通，车速正常,2026-04-30 00:00:00,成功
观音桥,"106.5800,29.5400",缓行,28.8,车流量较大，行驶缓慢,2026-04-03 00:00:00,成功
长江大桥,"106.5550,29.5820",畅通,42.2,道路畅通，车速正常,2026-04-13 00:00:00,成功
南坪,"106.5800,29.5400",缓行,27.6,车流量较大，行驶缓慢,2026-04-22 00:00:00,成功
嘉陵江大桥,"106.5550,29.5820",缓行,18.1,车流量较大，行驶缓慢,2026-04-23 00:00:00,成功
朝天门,"106.5760,29.5660",缓行,24.8,车流量较大，行驶缓慢,2026-04-28 00:00:00,成功
